,title,heading,Description,token
199,BAKED CRUNCH CHEETOS,Cheetos Baked Cheese Flavored Snacks Flamin' Hot Flavored 7 5/8 Oz,"The predicted units for BAKED CRUNCH CHEETOS is 15.1419859937834 and actual unit is 23.5, The net gap is 0The average unit revenue for BAKED CRUNCH CHEETOS is 2.81The flavour code for BAKED CRUNCH CHEETOS is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Baked Cheese Flavored Snacks Flamin' Hot Flavored 7 5/8 Oz for BAKED CRUNCH CHEETOS",118
200,BAKED CRUNCH CHEETOS,Cheetos Baked Cheese Flavored Snacks Flamin' Hot Flavored 7 5/8 Oz,"The predicted units for BAKED CRUNCH CHEETOS is 17.5462311158896 and actual unit is 52, The net gap is 0The average unit revenue for BAKED CRUNCH CHEETOS is 2.83The flavour code for BAKED CRUNCH CHEETOS is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Baked Cheese Flavored Snacks Flamin' Hot Flavored 7 5/8 Oz for BAKED CRUNCH CHEETOS",117
201,LAYS,Lay's Potato Chips Flamin' Hot Flavored 7 3/4 Oz,"The predicted units for LAYS is 6.01763222817249 and actual unit is 12, The net gap is 0The average unit revenue for LAYS is 2.43The flavour code for LAYS is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Lay's Potato Chips Flamin' Hot Flavored 7 3/4 Oz for LAYS",87
202,FUNYUNS,Funyuns Onion Flavored Rings 6 Oz,"The predicted units for FUNYUNS is 62.5341020151354 and actual unit is 66, The net gap is 0The average unit revenue for FUNYUNS is 3.62The flavour code for FUNYUNS is 52 with size XLThe flavour description is ONION FLAVORED and item description is Funyuns Onion Flavored Rings 6 Oz for FUNYUNS",81
203,SINGLE SERVE FLEX,Cheetos Flavored Popcorn Cheddar 2 Oz,"The predicted units for SINGLE SERVE FLEX is 6.918962583461 and actual unit is 24, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.45The flavour code for SINGLE SERVE FLEX is 31 with size XXVLThe flavour description is CHS/MED CONQUES and item description is Cheetos Flavored Popcorn Cheddar 2 Oz for SINGLE SERVE FLEX",102
204,CHEETOS POPCORN,Cheetos Popcorn Flavored Popcorn Cheddar Flavored 7 Oz,"The predicted units for CHEETOS POPCORN is 5.227467839982 and actual unit is 6, The net gap is 0The average unit revenue for CHEETOS POPCORN is 3.67The flavour code for CHEETOS POPCORN is 31 with size XLThe flavour description is CHS/MED CONQUES and item description is Cheetos Popcorn Flavored Popcorn Cheddar Flavored 7 Oz for CHEETOS POPCORN",101
205,SINGLE SERVE FLEX,Cheetos Puffs Cheese Flavored Snacks 3 Oz,"The predicted units for SINGLE SERVE FLEX is 12.2776334463584 and actual unit is 63, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.46The flavour code for SINGLE SERVE FLEX is 9 with size XXVLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Cheetos Puffs Cheese Flavored Snacks 3 Oz for SINGLE SERVE FLEX",108
206,SINGLE SERVE FLEX,Cheetos Crunchy Cheese Flavored Snacks XXTRA Flamin' Hot Flavored 3 1/4 Oz,"The predicted units for SINGLE SERVE FLEX is 12.0719798062141 and actual unit is 56, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.43The flavour code for SINGLE SERVE FLEX is 41 with size XXVLThe flavour description is SCO/HOT/BTR TOFF/FIESTA C and item description is Cheetos Crunchy Cheese Flavored Snacks XXTRA Flamin' Hot Flavored 3 1/4 Oz for SINGLE SERVE FLEX",122
207,KETTLE,Lay's Kettle Cooked Potato Chips Jalapeno Flavored 8 Oz,"The predicted units for KETTLE is 28.2159886424797 and actual unit is 84, The net gap is 0The average unit revenue for KETTLE is 2.82The flavour code for KETTLE is 5 with size XLThe flavour description is JAL KTL and item description is Lay's Kettle Cooked Potato Chips Jalapeno Flavored 8 Oz for KETTLE",86
208,BAKEN-ETS,Baken-Ets Flavored Fried Pork Skins Queso Chicharrones 4 Oz,"The predicted units for BAKEN-ETS is 8.52666087691573 and actual unit is 0, The net gap is 8.52666087691573The average unit revenue for BAKEN-ETS is 1.69The flavour code for BAKEN-ETS is 72 with size 2VALUE LINEThe flavour description is QUESO and item description is Baken-Ets Flavored Fried Pork Skins Queso Chicharrones 4 Oz for BAKEN-ETS",105
209,LAYS,Lay's Poppables Flavored Potato Snacks White Cheddar 5 Oz,"The predicted units for LAYS is 5.30925402304246 and actual unit is 0, The net gap is 5.30925402304246The average unit revenue for LAYS is 2.45The flavour code for LAYS is 477 with size XLThe flavour description is WHITE CHEDDAR and item description is Lay's Poppables Flavored Potato Snacks White Cheddar 5 Oz for LAYS",91
210,BARE,Bare Baked Crunchy Apple Chips Cinnamon 3.4 Oz,"The predicted units for BARE is 5.5012295231366 and actual unit is 15, The net gap is 0The average unit revenue for BARE is 3.16The flavour code for BARE is 136 with size PREMIUM MULTI SERVEThe flavour description is APPLE CINNAMON and item description is Bare Baked Crunchy Apple Chips Cinnamon 3.4 Oz for BARE",85
211,LAYS,Lay's Wavy Potato Chips Hickory BBQ 7 1/2 Oz,"The predicted units for LAYS is 14.0284052816769 and actual unit is 52.5, The net gap is 0The average unit revenue for LAYS is 2.41The flavour code for LAYS is 38 with size XLThe flavour description is WVBQ/BLD/SMK CHD BBQ and item description is Lay's Wavy Potato Chips Hickory BBQ 7 1/2 Oz for LAYS",90
212,DIPS,Tostitos Salsa Con Queso Medium 23 Oz,"The predicted units for DIPS is 5.41342208858088 and actual unit is 12, The net gap is 0The average unit revenue for DIPS is 4.26The flavour code for DIPS is 31 with size 23 OZThe flavour description is CHS/MED CONQUES and item description is Tostitos Salsa Con Queso Medium 23 Oz for DIPS",81
213,DIPS,Tostitos Dip Creamy Spinach 15 Oz,"The predicted units for DIPS is 5.33391101939982 and actual unit is 6, The net gap is 0The average unit revenue for DIPS is 3.56The flavour code for DIPS is 794 with size QUESO DIPThe flavour description is KALE/SPINACH and item description is Tostitos Dip Creamy Spinach 15 Oz for DIPS",82
214,DIPS,Tostitos Dip Creamy Spinach 15 Oz,"The predicted units for DIPS is 6.94950932812229 and actual unit is 42, The net gap is 0The average unit revenue for DIPS is 3.56The flavour code for DIPS is 794 with size QUESO DIPThe flavour description is KALE/SPINACH and item description is Tostitos Dip Creamy Spinach 15 Oz for DIPS",81
215,FUNYUNS,Funyuns Onion Flavored Rings Flamin' Hot Flavored 6 Oz,"The predicted units for FUNYUNS is 20.6934244930597 and actual unit is 48, The net gap is 0The average unit revenue for FUNYUNS is 3.71The flavour code for FUNYUNS is 548 with size XLThe flavour description is FLAMING HOT/FIERY and item description is Funyuns Onion Flavored Rings Flamin' Hot Flavored 6 Oz for FUNYUNS",90
216,CHEETOS POPCORN,Cheetos Popcorn Flavored Popcorn Flamin' Hot Flavored 6 1/2 Oz,"The predicted units for CHEETOS POPCORN is 7.99684263319927 and actual unit is 24, The net gap is 0The average unit revenue for CHEETOS POPCORN is 2.97The flavour code for CHEETOS POPCORN is 71 with size XLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Popcorn Flavored Popcorn Flamin' Hot Flavored 6 1/2 Oz for CHEETOS POPCORN",108
217,LAYS,Lay's Potato Chips Cheddar Jalapeno Flavored 7 3/4 Oz,"The predicted units for LAYS is 5.82526868456752 and actual unit is 11, The net gap is 0The average unit revenue for LAYS is 2.4The flavour code for LAYS is 67 with size XLThe flavour description is CHEDDAR/POPPIN JALAPENO and item description is Lay's Potato Chips Cheddar Jalapeno Flavored 7 3/4 Oz for LAYS",91
218,DIPS,Tostitos Dips Avocado Salsa 15 Oz,"The predicted units for DIPS is 5.30351108293394 and actual unit is 12, The net gap is 0The average unit revenue for DIPS is 3.53The flavour code for DIPS is 301 with size QUESO DIPThe flavour description is AVOC SALSA and item description is Tostitos Dips Avocado Salsa 15 Oz for DIPS",80
219,LAYS,Lay's Wavy Potato Chips Original 13 Oz,"The predicted units for LAYS is 33.6551447761874 and actual unit is 31.5, The net gap is 2.15514477618745The average unit revenue for LAYS is 3.97The flavour code for LAYS is 14 with size PARTY SIZEThe flavour description is WVLB/SPYCHS and item description is Lay's Wavy Potato Chips Original 13 Oz for LAYS",92
220,LAYS,Lay's Potato Chips Dill Pickle Flavored 12 1/2 Oz,"The predicted units for LAYS is 5.53984312351162 and actual unit is 0, The net gap is 5.53984312351162The average unit revenue for LAYS is 3.71The flavour code for LAYS is 631 with size PARTY SIZEThe flavour description is DILL PICKLE and item description is Lay's Potato Chips Dill Pickle Flavored 12 1/2 Oz for LAYS",95
221,SINGLE SERVE FLEX,Doritos Tortilla Chips Spicy Nacho Flavored 2 3/4 Oz,"The predicted units for SINGLE SERVE FLEX is 11.8640672408167 and actual unit is 0, The net gap is 11.8640672408167The average unit revenue for SINGLE SERVE FLEX is 1.48The flavour code for SINGLE SERVE FLEX is 60 with size XXVLThe flavour description is SPICY NACHO and item description is Doritos Tortilla Chips Spicy Nacho Flavored 2 3/4 Oz for SINGLE SERVE FLEX",114
222,SIMPLY,Cheetos Simply Crunchy Cheese Flavored Snacks White Cheddar 8 1/2 Oz,"The predicted units for SIMPLY is 5.2274107072891 and actual unit is 0, The net gap is 5.2274107072891The average unit revenue for SIMPLY is 2.83The flavour code for SIMPLY is 477 with size XLThe flavour description is WHITE CHEDDAR and item description is Cheetos Simply Crunchy Cheese Flavored Snacks White Cheddar 8 1/2 Oz for SIMPLY",95
223,LAYS,Lay's Potato Chips Cheddar & Sour Cream 7 3/4 Oz,"The predicted units for LAYS is 7.26221866839598 and actual unit is 18, The net gap is 0The average unit revenue for LAYS is 3.15The flavour code for LAYS is 45 with size XLThe flavour description is CHEDDAR AND SOUR CREAM and item description is Lay's Potato Chips Cheddar & Sour Cream 7 3/4 Oz for LAYS",86
224,SINGLE SERVE FLEX,Cheetos Flavor Shots Flavored Corn Puffs Flamin' Hot Asteroids 1 1/4 Oz,"The predicted units for SINGLE SERVE FLEX is 51.4573141024403 and actual unit is 96, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 0.92The flavour code for SINGLE SERVE FLEX is 548 with size SSRV SLEEVE/TUBEThe flavour description is FLAMING HOT/FIERY and item description is Cheetos Flavor Shots Flavored Corn Puffs Flamin' Hot Asteroids 1 1/4 Oz for SINGLE SERVE FLEX",121
225,LAYS,Lay's Potato Chips Classic 13 Oz Party Size,"The predicted units for LAYS is 90.8591279293657 and actual unit is 109, The net gap is 0The average unit revenue for LAYS is 3.67The flavour code for LAYS is 11 with size PARTY SIZEThe flavour description is REG and item description is Lay's Potato Chips Classic 13 Oz Party Size for LAYS",77
226,TOSTITOS,Tostitos Tortilla Chips Hint of Spicy Queso Flavored 11 Oz,"The predicted units for TOSTITOS is 5.37165562103586 and actual unit is 0, The net gap is 5.37165562103586The average unit revenue for TOSTITOS is 3.97The flavour code for TOSTITOS is 943 with size XXLThe flavour description is SPICY QUESO and item description is Tostitos Tortilla Chips Hint of Spicy Queso Flavored 11 Oz for TOSTITOS",103
227,FRITOS,Fritos Corn Chips Lightly Salted 9.25 Oz,"The predicted units for FRITOS is 6.06378686138634 and actual unit is 5, The net gap is 1.06378686138634The average unit revenue for FRITOS is 3.76The flavour code for FRITOS is 715 with size XLThe flavour description is LIGHTLY SALTED and item description is Fritos Corn Chips Lightly Salted 9.25 Oz for FRITOS",90
228,SINGLE SERVE FLEX,Smartfood Flavored Popcorn White Cheddar 5/8 Oz,"The predicted units for SINGLE SERVE FLEX is 27.4988394904643 and actual unit is 0, The net gap is 27.4988394904643The average unit revenue for SINGLE SERVE FLEX is 0.33The flavour code for SINGLE SERVE FLEX is 31 with size SVL-RETAILThe flavour description is CHS/MED CONQUES and item description is Smartfood Flavored Popcorn White Cheddar 5/8 Oz for SINGLE SERVE FLEX",115
229,DORITOS,Racheritos Tortilla Chips 7.625 Oz,"The predicted units for DORITOS is 5.51834228907563 and actual unit is 4, The net gap is 1.51834228907563The average unit revenue for DORITOS is 2.37The flavour code for DORITOS is 144 with size HISPANIC XLThe flavour description is RANCHERITO and item description is Racheritos Tortilla Chips 7.625 Oz for DORITOS",95
230,SINGLE SERVE FLEX,Cheetos Crunchy Cheese Flavored Snacks 1 Oz,"The predicted units for SINGLE SERVE FLEX is 80.2357000884866 and actual unit is 0, The net gap is 80.2357000884866The average unit revenue for SINGLE SERVE FLEX is 0.33The flavour code for SINGLE SERVE FLEX is 31 with size SVL-RETAILThe flavour description is CHS/MED CONQUES and item description is Cheetos Crunchy Cheese Flavored Snacks 1 Oz for SINGLE SERVE FLEX",114
231,LAYS,Lay's Potato Chips Wavy Ranch Flavored 7 1/2 Oz,"The predicted units for LAYS is 7.03628264432716 and actual unit is 15, The net gap is 0The average unit revenue for LAYS is 2.31The flavour code for LAYS is 33 with size XLThe flavour description is NAC/RAN WAV/BEF TRK/PNT S and item description is Lay's Potato Chips Wavy Ranch Flavored 7 1/2 Oz for LAYS",93
232,DIPS,Tostitos Flavored Dip Medium Salsa Con Queso 15 Oz,"The predicted units for DIPS is 56.2143765837242 and actual unit is 66, The net gap is 0The average unit revenue for DIPS is 3.55The flavour code for DIPS is 31 with size QUESO DIPThe flavour description is CHS/MED CONQUES and item description is Tostitos Flavored Dip Medium Salsa Con Queso 15 Oz for DIPS",85
233,SIMPLY,Cheetos Simply Puffs Cheese Flavored Snacks White Cheddar 8 Oz,"The predicted units for SIMPLY is 6.59240006205434 and actual unit is 18, The net gap is 0The average unit revenue for SIMPLY is 3.34The flavour code for SIMPLY is 191 with size XLThe flavour description is PUFWH PUFF WHT CHDR and item description is Cheetos Simply Puffs Cheese Flavored Snacks White Cheddar 8 Oz for SIMPLY",88
234,SIMPLY,Lay's Simply Thick Cut Potato Chips Sea Salted 8 1/2 Oz,"The predicted units for SIMPLY is 5.3861391070427 and actual unit is 12, The net gap is 0The average unit revenue for SIMPLY is 3.3The flavour code for SIMPLY is 559 with size XLThe flavour description is THKCUT and item description is Lay's Simply Thick Cut Potato Chips Sea Salted 8 1/2 Oz for SIMPLY",81
235,LAYS,Lay's Potato Chips Flamin' Hot Dill Pickle Flavored 7 3/4 Oz,"The predicted units for LAYS is 5.53108502677441 and actual unit is 12, The net gap is 0The average unit revenue for LAYS is 2.47The flavour code for LAYS is 976 with size XLThe flavour description is FLAMIN HOT DILL PICKLE and item description is Lay's Potato Chips Flamin' Hot Dill Pickle Flavored 7 3/4 Oz for LAYS",91
236,SMARTFOOD POPCORN,Smartfood Flavored Popcorn White Cheddar 6 3/4 Oz,"The predicted units for SMARTFOOD POPCORN is 59.0644704760989 and actual unit is 59.5, The net gap is 0The average unit revenue for SMARTFOOD POPCORN is 2.67The flavour code for SMARTFOOD POPCORN is 31 with size XLThe flavour description is CHS/MED CONQUES and item description is Smartfood Flavored Popcorn White Cheddar 6 3/4 Oz for SMARTFOOD POPCORN",102
237,CRUNCHY CHEETOS,Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Flavored 15 Oz Party Size,"The predicted units for CRUNCHY CHEETOS is 68.4883151818808 and actual unit is 31.5, The net gap is 36.9883151818808The average unit revenue for CRUNCHY CHEETOS is 3.86The flavour code for CRUNCHY CHEETOS is 71 with size PARTY SIZEThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Crunchy Cheese Flavored Snacks Flamin' Hot Flavored 15 Oz Party Size for CRUNCHY CHEETOS",120
238,SINGLE SERVE FLEX,Lay's Potato Chips Barbecue Flavored 2 5/8 Oz,"The predicted units for SINGLE SERVE FLEX is 10.4251583444125 and actual unit is 39.5, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.45The flavour code for SINGLE SERVE FLEX is 9 with size XXVLThe flavour description is JUMBO PUFFS/BBQ/ALMN and item description is Lay's Potato Chips Barbecue Flavored 2 5/8 Oz for SINGLE SERVE FLEX",110
239,SINGLE SERVE FLEX,Doritos Flavored Tortilla Chips Flamin' Hot Nacho 2.75 Oz,"The predicted units for SINGLE SERVE FLEX is 8.36326416741966 and actual unit is 0, The net gap is 8.36326416741966The average unit revenue for SINGLE SERVE FLEX is 1.47The flavour code for SINGLE SERVE FLEX is 23 with size XXVLThe flavour description is FLAMIN HOT NACHO and item description is Doritos Flavored Tortilla Chips Flamin' Hot Nacho 2.75 Oz for SINGLE SERVE FLEX",114
240,SINGLE SERVE FLEX,Cheetos Puffs Cheese Flavored Snacks Flamin' Hot Flavored 3 Oz,"The predicted units for SINGLE SERVE FLEX is 6.67401630690193 and actual unit is 9, The net gap is 0The average unit revenue for SINGLE SERVE FLEX is 1.56The flavour code for SINGLE SERVE FLEX is 71 with size XXVLThe flavour description is HOT/ HOT WINGS/ CHO CHP and item description is Cheetos Puffs Cheese Flavored Snacks Flamin' Hot Flavored 3 Oz for SINGLE SERVE FLEX",111
241,SINGLE SERVE FLEX,Smartfood Flavored Popcorn White Cheddar 2 Oz,"The predicted units for SINGLE SERVE FLEX is 46.5415882432038 and actual unit is 24, The net gap is 22.5415882432038The average unit revenue for SINGLE SERVE FLEX is 1.46The flavour code for SINGLE SERVE FLEX is 31 with size XXVLThe flavour description is CHS/MED CONQUES and item description is Smartfood Flavored Popcorn White Cheddar 2 Oz for SINGLE SERVE FLEX",109
